S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at 25°C),CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),TDS (mg/L),WQI,Hardness_Category,Unsafe_pH,Unsafe_EC,Unsafe_CO3,Unsafe_HCO3,Unsafe_Cl,Unsafe_F,Unsafe_SO4,Unsafe_NO3,Unsafe_Overall,Water_Safety,Water_Safety_Label
16057,Odisha,BHADRAK,Bethaligaon Pallashi,86.42639,20.94222,2023,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.737443475981388,79.2510649452782,32.769971819909564,338.48004456386394,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,830.7810262795728,119.71600163852624,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
16058,Odisha,BHADRAK,Bhagvenpur,86.62333,20.98083,2023,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.737443475981388,79.2510649452782,32.769971819909564,338.48004456386394,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,830.7810262795728,119.71600163852624,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
16059,Odisha,BHADRAK,Bidanpur,86.71833,20.7725,2023,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.737443475981388,79.2510649452782,32.769971819909564,338.48004456386394,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,830.7810262795728,119.71600163852624,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
16060,Odisha,BHADRAK,Chandbali Bada Bazar,86.52583,21.09194,2023,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.737443475981388,79.2510649452782,32.769971819909564,338.48004456386394,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,830.7810262795728,119.71600163852624,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
16061,Odisha,BHADRAK,Charampa,86.44028,20.91139,2023,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.737443475981388,79.2510649452782,32.769971819909564,338.48004456386394,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,830.7810262795728,119.71600163852624,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
16062,Odisha,BHADRAK,Jasotikiri,86.29444,20.93806,2023,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.737443475981388,79.2510649452782,32.769971819909564,338.48004456386394,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,830.7810262795728,119.71600163852624,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
16063,Odisha,BHADRAK,Kenduapada,86.52111,20.92194,2023,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.737443475981388,79.2510649452782,32.769971819909564,338.48004456386394,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,830.7810262795728,119.71600163852624,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
16064,Odisha,BHADRAK,Manjuri Road,86.53083,21.135,2023,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.737443475981388,79.2510649452782,32.769971819909564,338.48004456386394,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,830.7810262795728,119.71600163852624,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
16065,Odisha,BHADRAK,Rambhila,86.46278,21.06889,2023,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.737443475981388,79.2510649452782,32.769971819909564,338.48004456386394,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,830.7810262795728,119.71600163852624,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
16066,Odisha,BHADRAK,Sunahara,86.43944,21.15222,2023,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.737443475981388,79.2510649452782,32.769971819909564,338.48004456386394,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,830.7810262795728,119.71600163852624,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
16067,Odisha,CUTTACK,Abhimanpur,85.97333,20.49778,2023,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.737443475981388,79.2510649452782,32.769971819909564,338.48004456386394,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,830.7810262795728,119.71600163852624,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
16068,Odisha,CUTTACK,Anantapur,85.61694,20.50889,2023,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.737443475981388,79.2510649452782,32.769971819909564,338.48004456386394,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,830.7810262795728,119.71600163852624,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
16069,Odisha,CUTTACK,Athagarh-1,85.21944,20.41056,2023,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.737443475981388,79.2510649452782,32.769971819909564,338.48004456386394,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,830.7810262795728,119.71600163852624,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
16070,Odisha,CUTTACK,Balijhari 1,85.54556,20.38667,2023,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.737443475981388,79.2510649452782,32.769971819909564,338.48004456386394,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,830.7810262795728,119.71600163852624,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
16071,Odisha,CUTTACK,Banki (Bedapur),85.34583,20.4175,2023,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.737443475981388,79.2510649452782,32.769971819909564,338.48004456386394,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,830.7810262795728,119.71600163852624,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
16072,Odisha,CUTTACK,Baramba,85.82583,20.41194,2023,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.737443475981388,79.2510649452782,32.769971819909564,338.48004456386394,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,830.7810262795728,119.71600163852624,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
16073,Odisha,CUTTACK,Baranga 1,86.17944,20.56667,2023,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.737443475981388,79.2510649452782,32.769971819909564,338.48004456386394,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,830.7810262795728,119.71600163852624,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
16074,Odisha,CUTTACK,Bhanraj,85.95,20.28333,2023,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.737443475981388,79.2510649452782,32.769971819909564,338.48004456386394,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,830.7810262795728,119.71600163852624,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
16075,Odisha,CUTTACK,Brahmanajharilo,85.89222,20.44417,2023,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.737443475981388,79.2510649452782,32.769971819909564,338.48004456386394,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,830.7810262795728,119.71600163852624,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
16076,Odisha,CUTTACK,C-03 Khannagar,85.83889,20.49083,2023,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.737443475981388,79.2510649452782,32.769971819909564,338.48004456386394,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,830.7810262795728,119.71600163852624,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
16077,Odisha,CUTTACK,C-06 Bidanasi,85.83889,20.49083,2023,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.737443475981388,79.2510649452782,32.769971819909564,338.48004456386394,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,830.7810262795728,119.71600163852624,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
16078,Odisha,CUTTACK,C-07 Sekhbazaar,85.90694,20.46889,2023,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.737443475981388,79.2510649452782,32.769971819909564,338.48004456386394,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,830.7810262795728,119.71600163852624,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
16079,Odisha,CUTTACK,C-10 Sikharpur,85.87528,20.46611,2023,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.737443475981388,79.2510649452782,32.769971819909564,338.48004456386394,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,830.7810262795728,119.71600163852624,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
16080,Odisha,CUTTACK,C-12 Nimasahi (Haripur),85.85833,20.47083,2023,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.737443475981388,79.2510649452782,32.769971819909564,338.48004456386394,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,830.7810262795728,119.71600163852624,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
16081,Odisha,CUTTACK,C-13 Mahammadia Bazar,85.86222,20.47722,2023,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.737443475981388,79.2510649452782,32.769971819909564,338.48004456386394,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,830.7810262795728,119.71600163852624,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
16082,Odisha,CUTTACK,C-14 Chandi Mandir,85.87583,20.47611,2023,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.737443475981388,79.2510649452782,32.769971819909564,338.48004456386394,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,830.7810262795728,119.71600163852624,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
16083,Odisha,CUTTACK,C-16 Bauxi Bazar,85.91056,20.45472,2023,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.737443475981388,79.2510649452782,32.769971819909564,338.48004456386394,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,830.7810262795728,119.71600163852624,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
16084,Odisha,CUTTACK,C-19 Chauliaganj,85.91056,20.46944,2023,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.737443475981388,79.2510649452782,32.769971819909564,338.48004456386394,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,830.7810262795728,119.71600163852624,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
16085,Odisha,CUTTACK,C-20 Nadikula sahi (Sikharpur),85.9,20.46056,2023,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.737443475981388,79.2510649452782,32.769971819909564,338.48004456386394,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,830.7810262795728,119.71600163852624,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
16086,Odisha,CUTTACK,C-23 Railway Colony (OMP Sqr),85.87528,20.43111,2023,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.737443475981388,79.2510649452782,32.769971819909564,338.48004456386394,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,830.7810262795728,119.71600163852624,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
16087,Odisha,CUTTACK,C-25 Balikuda-2,85.92278,20.49778,2023,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.737443475981388,79.2510649452782,32.769971819909564,338.48004456386394,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,830.7810262795728,119.71600163852624,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
